//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
0
//Season 1+
34	1	0	2	2	1	15	1	"Ashcrow Helm"		227	0		1		1			72	0	0	1	0		0	1	0	0	0	0	0	0
35	1	0	2	2	1	15	1	"Eclipse Helm"		267	0		1		1			54	0	0	1	0		1	0	0	0	0	0	0	0
36	1	0	2	2	1	15	1	"Iris Helm"		267	0		1		1			59	0	0	1	0		0	0	1	0	0	0	0	0
38	1	0	2	2	1	15	1	"Glorious Mask"		297	0		1		1			74	0	0	1	0		0	0	0	0	1	0	0	0
//Season 4+
39	1	0	2	2	1	15	1	"Violent Wind Helm"	128	0		1		1			36	0	0	1	0		0	0	0	0	0	1	0	0
40	1	0	2	2	1	15	1	"Red Wing Helm"		150	0		1		1			42	0	0	1	0		0	0	0	0	0	1	0	0
41	1	0	2	2	1	15	1	"Ancient Helm"		168	0		1		1			54	0	0	1	0		0	0	0	0	0	1	0	0
42	1	0	2	2	1	15	1	"Demonic Helm"		181	0		1		1			67	0	0	1	0		0	0	0	0	0	2	0	0
43	1	0	2	2	1	15	1	"Storm Blitz Helm"	210	0		1		1			75	1	0	1	380		0	0	0	0	0	2	0	0
44	1	0	2	2	1	15	1	"Eternal Wing Helm"	216	0		1		1			86	0	5	0	400		0	0	0	0	0	2	0	0
45	1	0	2	2	1	15	1	"Titan  Helm"		411	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
46	1	0	2	2	1	15	1	"Brave Helm"		407	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
49	1	0	2	2	1	15	1	"Seraphim Helm"		411	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	2	1	15	1	"Divine Helm"		404	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	2	1	15	1	"Royal Mask"		411	0		1		1			86	0	5	0	400		0	0	0	0	1	0	0	0
52	1	0	2	2	1	15	1	"Hades Helm"		409	0		1		1			86	0	5	0	400		1	0	0	0	0	0	0	0
53	1	0	2	2	1	15	1	"Succubus Helm "	443	0		1		1			90	0	5	0	400		0	0	0	0	0	3	0	0
//Season 6+
59	1	0	2	2	1	15	1	"Sacred Helm"		254	0		1		1			52	0	0	1	0		0	0	0	0	0	0	1	0
60	1	0	2	2	1	15	1	"Storm Hard Helm"	370	0		1		1			68	0	0	1	0		0	0	0	0	0	0	1	0
61	1	0	2	2	1	15	1	"Piercing Helm"		490	0		1		1			82	0	0	1	0		0	0	0	0	0	0	1	0
72	1	0	2	2	1	15	1	"Storm Jahad Helm"	670	0		1		1			255	0	0	1	0		0	0	0	0	0	0	1	0
73	1	0	2	2	1	15	1	"Phoenix Soul Helmet"	628	0		1		1			88	0	0	1	0		0	0	0	0	0	0	1	0
//Season 8+
54	1	0	2	2	1	15	1	"Lazy Win Helm"		843	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
55	1	0	2	2	1	15	1	"Devil Helm"		843	0		1		1			90	0	5	0	400		3	0	0	0	0	0	0	0
56	1	0	2	2	1	15	0	"Erinys Helm"		843	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
58	1	0	2	2	1	15	1	"Ambition Mask" 	843	0		1		1			90	0	5	0	400		0	0	0	0	3	0	0	0
74	1	0	2	2	1	15	1	"Stormwing Helm"	843	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
75	1	0	2	2	1	15	1	"Light Lord Helmet"	843	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
//Season 10+
91	1	0	2	2	1	15	0	"Robust Helmet"		140	0		1		1			28	0	0	1	0		0	0	0	0	0	0	0	1
92	1	0	2	2	1	15	0	"Gru hill Helmet"	144	0		1		1			44	0	0	1	0		0	0	0	0	0	0	0	1
93	1	0	2	2	1	15	0	"Princie Helmet"	145	0		1		1			64	0	0	1	0		0	0	0	0	0	0	0	1
94	1	0	2	2	1	15	0	"Hirat Helmet"		147	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
95	1	0	2	2	1	15	0	"Sate Helmet"		142	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
96	1	0	2	2	1	15	0	"Robust Helmet"		150	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
97	1	0	2	2	1	15	0	"Princie Helmet"	136	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
98	1	0	2	2	1	15	0	"BA. Knight Helm"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
99	1	0	2	2	1	15	0	"BA. Wizard Helm"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
100	1	0	2	2	1	15	0	"BA. Elf Helm"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
101	1	0	2	2	1	15	0	"BA. Summoner Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
103	1	0	2	2	1	15	0	"BA. Lord Helm"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
104	1	0	2	2	1	15	0	"BA. Fighter Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
105	1	0	2	2	1	15	0	"BA. Lancer Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
114	1	0	2	2	1	15	0	"BA. Knight Helm"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
115	1	0	2	2	1	15	0	"BA. Wizard Helm"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
116	1	0	2	2	1	15	0	"BA. Elf Helm"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
117	1	0	2	2	1	15	0	"BA. Summoner Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
119	1	0	2	2	1	15	0	"BA. Lord Helm"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
120	1	0	2	2	1	15	0	"BA. Fighter Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
121	1	0	2	2	1	15	0	"BA. Lancer Helm"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
8
//Season 1+
0	1	0	2	2	1	15	1	"Bronze Armor"		118	0		1		1			34	0	0	1	0		0	1	0	1	1	0	0	0
1	1	0	2	3	1	15	1	"Dragon Armor"		159	0		1		1			68	0	0	1	0		0	1	0	1	0	0	0	0
2	1	0	2	2	1	15	1	"Pad Armor"		110	0		1		1			28	0	0	1	0		1	0	0	1	0	0	0	0
3	1	0	2	2	1	15	1	"Legendary Armor"	156	0		1		1			42	0	0	1	0		1	0	0	1	0	0	0	0
4	1	0	2	2	1	15	1	"Bone Armor"		122	0		1		1			30	0	0	1	0		1	0	0	1	0	0	0	0
5	1	0	2	3	1	15	1	"Leather Armor"		110	0		1		1			30	0	0	1	0		0	1	0	1	1	0	1	0
6	1	0	2	2	1	15	1	"Scale Armor"		128	0		1		1			40	0	0	1	0		0	1	0	1	1	0	1	0
7	1	0	2	3	1	15	1	"Sphinx Armor"		138	0		1		1			36	0	0	1	0		1	0	0	1	0	0	0	0
8	1	0	2	2	1	15	1	"Brass Armor"		138	0		1		1			44	0	0	1	0		0	1	0	1	0	0	1	0
9	1	0	2	2	1	15	1	"Plate Armor"		148	0		1		1			50	0	0	1	0		0	1	0	1	0	0	1	0
10	1	0	2	2	1	15	1	"Vine Armor"		110	0		1		1			22	0	0	1	0		0	0	1	0	0	0	0	0
11	1	0	2	2	1	15	1	"Silk Armor"		120	0		1		1			26	0	0	1	0		0	0	1	0	0	0	0	0
12	1	0	2	2	1	15	1	"Wind Armor"		132	0		1		1			32	0	0	1	0		0	0	1	0	0	0	0	0
13	1	0	2	2	1	15	1	"Spirit Armor"		144	0		1		1			38	0	0	1	0		0	0	1	0	0	0	0	0
14	1	0	2	2	1	15	1	"Guardian Armor"	157	0		1		1			45	0	0	1	0		0	0	1	0	0	0	0	0
15	1	0	2	3	1	15	1	"Storm Crow Armor"	180	0		1		1			80	0	0	1	0		0	0	0	1	0	0	0	0
16	1	0	2	3	1	15	1	"Black Dragon Armor"	190	0		1		1			74	0	0	1	0		0	1	0	0	0	0	0	0
17	1	0	2	3	1	15	1	"Dark Phoenix Armor"	200	0		1		1			80	0	0	1	0		0	2	0	0	0	0	0	0
18	1	0	2	3	1	15	1	"Grand Soul Armor"	291	0		1		1			67	0	0	1	0		2	0	0	0	0	0	0	0
19	1	0	2	2	1	15	1	"Divine Armor"		292	0		1		1			74	0	0	1	0		0	0	2	0	0	0	0	0
20	1	0	2	3	1	15	1	"Thunder Hawk Armor"	207	0		1		1			82	0	0	1	0		0	0	0	1	0	0	0	0
21	1	0	2	3	1	15	1	"Great Dragon Armor"	226	0		1		1			86	0	0	1	0		0	2	0	0	0	0	0	0
22	1	0	2	3	1	15	1	"Dark Soul Armor"	222	0		1		1			75	0	0	1	0		2	0	0	0	0	0	0	0
23	1	0	2	3	1	15	1	"Hurricane Armor"	228	0		1		1			90	0	0	1	0		0	0	0	1	0	0	0	0
24	1	0	2	2	1	15	1	"Red Sprit Armor"	209	0		1		1			80	0	0	1	0		0	0	2	0	0	0	0	0
25	1	0	2	3	1	15	1	"Light Plate Armor"	122	0		1		1			42	0	0	1	0		0	0	0	0	1	0	0	0
26	1	0	2	3	1	15	1	"Adamantine Armor"	228	0		1		1			56	0	0	1	0		0	0	0	0	1	0	0	0
27	1	0	2	3	1	15	1	"Dark Steel Armor"	296	0		1		1			70	0	0	1	0		0	0	0	0	1	0	0	0
28	1	0	2	3	1	15	1	"Dark Master Armor"	117	0		1		1			78	0	0	1	0		0	0	0	0	1	0	0	0
//Season 2+
29	1	0	2	3	1	15	1	"Dragon Knight Armor"	240	0		1		1			90	1	0	1	380		0	2	0	0	0	0	0	0
30	1	0	2	3	1	15	1	"Venom Mist Armor"	246	0		1		1			86	1	0	1	380		2	0	0	0	0	0	0	0
31	1	0	2	3	1	15	1	"Sylphid Ray Armor"	246	0		1		1			86	1	0	1	380		0	0	2	0	0	0	0	0
32	1	0	2	3	1	15	1	"Volcano Armor"		247	0		1		1			95	1	0	1	380		0	0	0	1	0	0	0	0
33	1	0	2	3	1	15	1	"Sunlight Armor"	547	0		1		1			82	1	0	1	380		0	0	0	0	1	0	0	0
34	1	0	2	3	1	15	1	"Ashcrow Armor"		525	0		1		1			72	0	0	1	0		0	1	0	0	0	0	0	0
35	1	0	2	3	1	15	1	"Eclipse Armor"		525	0		1		1			54	0	0	1	0		1	0	0	0	0	0	0	0
36	1	0	2	3	1	15	1	"Iris Armor"		575	0		1		1			59	0	0	1	0		0	0	1	0	0	0	0	0
37	1	0	2	3	1	15	1	"Valiant Armor"		505	0		1		1			81	0	0	1	0		0	0	0	1	0	0	0	0
38	1	0	2	3	1	15	1	"Glorious Armor"	205	0		1		1			74	0	0	1	0		0	0	0	0	1	0	0	0
//Season 4+
39	1	0	2	2	1	15	1	"Violent Wind Armor"	124	0		1		1			36	0	0	1	0		0	0	0	0	0	1	0	0
40	1	0	2	2	1	15	1	"Red Wing Armor"	256	0		1		1			42	0	0	1	0		0	0	0	0	0	1	0	0
41	1	0	2	2	1	15	1	"Ancient Armor"		375	0		1		1			54	0	0	1	0		0	0	0	0	0	1	0	0
42	1	0	2	2	1	15	1	"Demonic Armor"		491	0		1		1			67	0	0	1	0		0	0	0	0	0	2	0	0
43	1	0	2	2	1	15	1	"Storm Blitz Armor"	422	0		1		1			75	1	0	1	380		0	0	0	0	0	2	0	0
44	1	0	2	2	1	15	1	"Eternal Wing Armor"	431	0		1		1			86	0	5	0	400		0	0	0	0	0	2	0	0
45	1	0	2	3	1	15	1	"Titan  Armor"		432	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
46	1	0	2	3	1	15	1	"Brave Armor"		428	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
47	1	0	2	3	1	15	1	"Phantom  Armor"	431	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
48	1	0	2	3	1	15	1	"Destroy Armor"		425	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
49	1	0	2	2	1	15	1	"Seraphim Armor"	429	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
50	1	0	2	2	1	15	1	"Divine Armor"		422	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	3	1	15	1	"Royal Armor"		432	0		1		1			86	0	5	0	400		0	0	0	0	1	0	0	0
52	1	0	2	3	1	15	1	"Hades Armor"		429	0		1		1			86	0	5	0	400		1	0	0	0	0	0	0	0
53	1	0	2	2	1	15	1	"Succubus Armor "	448	0		1		1			90	0	5	0	400		0	0	0	0	0	3	0	0
//Season 6+
59	1	0	2	3	1	15	1	"Sacred Armor"		166	0		1		1			52	0	0	1	0		0	0	0	0	0	0	1	0
60	1	0	2	3	1	15	1	"Storm Hard Armor"	282	0		1		1			68	0	0	1	0		0	0	0	0	0	0	1	0
61	1	0	2	3	1	15	1	"Piercing Armor"	401	0		1		1			82	0	0	1	0		0	0	0	0	0	0	1	0
72	1	0	2	3	1	15	1	"Storm Jahad Armor"	682	0		1		1			255	0	0	1	0		0	0	0	0	0	0	1	0
73	1	0	2	3	1	15	1	"Phoenix Soul Armor"	643	0		1		1			88	0	0	1	0		0	0	0	0	0	0	1	0
//Season 8+
54	1	0	2	3	1	15	1	"Lazy Win Armor"	848	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
55	1	0	2	3	1	15	1	"Devil Armor"   	848	0		1		1			90	0	5	0	400		3	0	0	0	0	0	0	0
56	1	0	2	2	1	15	0	"Erinys Armor"		848	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
57	1	0	2	3	1	15	1	"Shiva Armor"		848	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
58	1	0	2	3	1	15	1	"Ambition Armor"	848	0		1		1			90	0	5	0	400		0	0	0	0	3	0	0	0
74	1	0	2	3	1	15	1	"Stromwing Armor"	848	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
75	1	0	2	2	1	15	1	"Light Lord Armor"	848	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
76	1	0	2	3	1	15	1	"Magic Knight Armor"	848	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
//Season 10+
91	1	0	2	2	1	15	0	"Robust Armor"		140	0		1		1			28	0	0	1	0		0	0	0	0	0	0	0	1
92	1	0	2	2	1	15	0	"Gru hill Armor"	144	0		1		1			44	0	0	1	0		0	0	0	0	0	0	0	1
93	1	0	2	2	1	15	0	"Princie Armor"		145	0		1		1			64	0	0	1	0		0	0	0	0	0	0	0	1
94	1	0	2	2	1	15	0	"Hirat Armor"		147	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
95	1	0	2	2	1	15	0	"Sate Armor"		142	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
96	1	0	2	2	1	15	0	"Robust Armor"		150	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
97	1	0	2	2	1	15	0	"Princie Armor"		136	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
98	1	0	2	2	1	15	0	"BA. Knight Armor"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
99	1	0	2	2	1	15	0	"BA. Wizard Armor"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
100	1	0	2	2	1	15	0	"BA. Elf Armor"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
101	1	0	2	2	1	15	0	"BA. Summoner Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
102	1	0	2	2	1	15	0	"BA. Magic Armor"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
103	1	0	2	2	1	15	0	"BA. Lord Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
104	1	0	2	2	1	15	0	"BA. Fighter Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
105	1	0	2	2	1	15	0	"BA. Lancer Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
114	1	0	2	2	1	15	0	"BA. Knight Armor"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
115	1	0	2	2	1	15	0	"BA. Wizard Armor"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
116	1	0	2	2	1	15	0	"BA. Elf Armor"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
117	1	0	2	2	1	15	0	"BA. Summoner Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
118	1	0	2	2	1	15	0	"BA. Magic Armor"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
119	1	0	2	2	1	15	0	"BA. Lord Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
120	1	0	2	2	1	15	0	"BA. Fighter Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
121	1	0	2	2	1	15	0	"BA. Lancer Armor"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	0	3
EndOfCat



//ID	Luck	Skill	X	Y	AdOpt.	Level	ON/OFF	Item Name		Cost	BuyWithZen	BuyWithCredits	BuyWithGoldCredits 	Dur	Refi	SkCount	Harmony	EquipLvl	DW/SM   DK/BK   FE/ME  MG/DM   DL/LE   S/BS	RF	GL
9
//Season 1+
0	1	0	2	2	1	15	1	"Bronze Pants"		15	0		1		1			34	0	0	1	0		0	1	0	1	1	0	0	0
1	1	0	2	2	1	15	1	"Dragon Pants"		55	0		1		1			68	0	0	1	0		0	1	0	1	0	0	0	0
2	1	0	2	2	1	15	1	"Pad Pants"		8	0		1		1			28	0	0	1	0		1	0	0	1	0	0	0	0
3	1	0	2	2	1	15	1	"Legendary Pants"	53	0		1		1			42	0	0	1	0		1	0	0	1	0	0	0	0
4	1	0	2	2	1	15	1	"Bone Pants"		20	0		1		1			30	0	0	1	0		1	0	0	1	0	0	0	0
5	1	0	2	2	1	15	1	"Leather Pants"		8	0		1		1			30	0	0	1	0		0	1	0	1	1	0	1	0
6	1	0	2	2	1	15	1	"Scale Pants"		25	0		1		1			40	0	0	1	0		0	1	0	1	1	0	1	0
7	1	0	2	2	1	15	1	"Sphinx Pants"		34	0		1		1			36	0	0	1	0		1	0	0	1	0	0	0	0
8	1	0	2	2	1	15	1	"Brass Pants"		35	0		1		1			44	0	0	1	0		0	1	0	1	0	0	1	0
9	1	0	2	2	1	15	1	"Plate Pants"		45	0		1		1			50	0	0	1	0		0	1	0	1	0	0	1	0
10	1	0	2	2	1	15	1	"Vine Pants"		8	0		1		1			22	0	0	1	0		0	0	1	0	0	0	0	0
11	1	0	2	2	1	15	1	"Silk Pants"		18	0		1		1			26	0	0	1	0		0	0	1	0	0	0	0	0
12	1	0	2	2	1	15	1	"Wind Pants"		30	0		1		1			32	0	0	1	0		0	0	1	0	0	0	0	0
13	1	0	2	2	1	15	1	"Spirit Pants"		42	0		1		1			38	0	0	1	0		0	0	1	0	0	0	0	0
14	1	0	2	2	1	15	1	"Guardian Pants"	54	0		1		1			45	0	0	1	0		0	0	1	0	0	0	0	0
15	1	0	2	2	1	15	1	"Storm Crow Pants"	74	0		1		1			80	0	0	1	0		0	0	0	1	0	0	0	0
16	1	0	2	2	1	15	1	"Black Dragon Pants"	84	0		1		1			74	0	0	1	0		0	1	0	0	0	0	0	0
17	1	0	2	2	1	15	1	"Dark Phoenix Pants"	96	0		1		1			80	0	0	1	0		0	2	0	0	0	0	0	0
18	1	0	2	2	1	15	1	"Grand Soul Pants"	86	0		1		1			67	0	0	1	0		2	0	0	0	0	0	0	0
19	1	0	2	2	1	15	1	"Divine Pants"		88	0		1		1			74	0	0	1	0		0	0	2	0	0	0	0	0
20	1	0	2	2	1	15	1	"Thunder Hawk Pants"	99	0		1		1			82	0	0	1	0		0	0	0	1	0	0	0	0
21	1	0	2	2	1	15	1	"Great Dragon Pants"	113	0		1		1			86	0	0	1	0		0	2	0	0	0	0	0	0
22	1	0	2	2	1	15	1	"Dark Soul Pants"	117	0		1		1			75	0	0	1	0		2	0	0	0	0	0	0	0
23	1	0	2	2	1	15	1	"Hurricane Pants"	122	0		1		1			90	0	0	1	0		0	0	0	1	0	0	0	0
24	1	0	2	2	1	15	1	"Red Spirit Pants"	100	0		1		1			80	0	0	1	0		0	0	2	0	0	0	0	0
25	1	0	2	2	1	15	1	"Light Plate Pants"	50	0		1		1			42	0	0	1	0		0	0	0	0	1	0	0	0
26	1	0	2	2	1	15	1	"Adamantine Pants"	70	0		1		1			56	0	0	1	0		0	0	0	0	1	0	0	0
27	1	0	2	2	1	15	1	"Dark Steel Pants"	92	0		1		1			70	0	0	1	0		0	0	0	0	1	0	0	0
28	1	0	2	2	1	15	1	"Dark Master Pants"	110	0		1		1			78	0	0	1	0		0	0	0	0	1	0	0	0
//Season 2+
29	1	0	2	2	1	15	1	"Dragon Knight Pants"	134	0		1		1			90	1	0	1	380		0	2	0	0	0	0	0	0
30	1	0	2	2	1	15	1	"Venom Mist Pants"	135	0		1		1			86	1	0	1	380		2	0	0	0	0	0	0	0
31	1	0	2	2	1	15	1	"Sylphid Ray Pants"	135	0		1		1			86	1	0	1	380		0	0	2	0	0	0	0	0
32	1	0	2	2	1	15	1	"Volcano Pants"		135	0		1		1			95	1	0	1	380		0	0	0	1	0	0	0	0
33	1	0	2	2	1	15	1	"Sunlight Pants"	140	0		1		1			82	1	0	1	380		0	0	0	0	1	0	0	0
34	1	0	2	2	1	15	1	"Ashcrow Pants"		69	0		1		1			72	0	0	1	0		0	1	0	0	0	0	0	0
35	1	0	2	2	1	15	1	"Eclipse Pants"		69	0		1		1			54	0	0	1	0		1	0	0	0	0	0	0	0
36	1	0	2	2	1	15	1	"Iris Pants"		69	0		1		1			59	0	0	1	0		0	0	1	0	0	0	0	0
37	1	0	2	2	1	15	1	"Valiant Pants"		101	0		1		1			81	0	0	1	0		0	0	0	1	0	0	0	0
38	1	0	2	2	1	15	1	"Glorious Pants"	101	0		1		1			74	0	0	1	0		0	0	0	0	1	0	0	0
//Season 4+
39	1	0	2	2	1	15	1	"Violent Wind Pants"	30	0		1		1			36	0	0	1	0		0	0	0	0	0	1	0	0
40	1	0	2	2	1	15	1	"Red Wing Pants"	53	0		1		1			42	0	0	1	0		0	0	0	0	0	1	0	0
41	1	0	2	2	1	15	1	"Ancient Pants"		72	0		1		1			54	0	0	1	0		0	0	0	0	0	1	0	0
42	1	0	2	2	1	15	1	"Demonic Pants"		86	0		1		1			67	0	0	1	0		0	0	0	0	0	2	0	0
43	1	0	2	2	1	15	1	"Storm Blitz Pants"	117	0		1		1			75	1	0	1	380		0	0	0	0	0	2	0	0
44	1	0	2	2	1	15	1	"Eternal Wing Pants"	122	0		1		1			86	0	5	0	400		0	0	0	0	0	2	0	0
45	1	0	2	2	1	15	1	"Titan  Pants"		116	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
46	1	0	2	2	1	15	1	"Brave Pants"		112	0		1		1			86	0	5	0	400		0	1	0	0	0	0	0	0
47	1	0	2	2	1	15	1	"Phantom  Pants"	115	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
48	1	0	2	2	1	15	1	"Destroy Pants"		113	0		1		1			86	0	5	0	400		0	0	0	1	0	0	0	0
49	1	0	2	2	1	15	1	"Seraphim Pants"	116	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
50	1	0	2	2	1	15	1	"Divine Pants"		109	0		1		1			86	0	5	0	400		0	0	1	0	0	0	0	0
51	1	0	2	2	1	15	1	"Royal Pants"		116	0		1		1			86	0	5	0	400		0	0	0	0	1	0	0	0
52	1	0	2	2	1	15	1	"Hades Pants"		114	0		1		1			86	0	5	0	400		1	0	0	0	0	0	0	0
53	1	0	2	2	1	15	1	"Succubus Pants "	145	0		1		1			90	0	5	0	400		0	0	0	0	0	3	0	0
//Season 6+
59	1	0	2	2	1	15	1	"Sacred Pants"		62	0		1		1			52	0	0	1	0		0	0	0	0	0	0	1	0
60	1	0	2	2	1	15	1	"Storm Hard Pants"	78	0		1		1			68	0	0	1	0		0	0	0	0	0	0	1	0
61	1	0	2	2	1	15	1	"Piercing Pants"	95	0		1		1			82	0	0	1	0		0	0	0	0	0	0	1	0
72	1	0	2	2	1	15	1	"Storm Jahad Pants"	78	0		1		1			255	0	0	1	0		0	0	0	0	0	0	1	0
73	1	0	2	2	1	15	1	"Phoenix Soul Pants"	134	0		1		1			88	0	0	1	0		0	0	0	0	0	0	1	0
//Season 8+
54	1	0	2	2	1	15	1	"Lazy Win Pants"	145	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
55	1	0	2	2	1	15	1	"Devil Pants"	        145	0		1		1			90	0	5	0	400		3	0	0	0	0	0	0	0
56	1	0	2	2	1	15	0	"Erinys Pants"		145	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
57	1	0	2	2	1	15	1	"Shiva Pants"		145	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
58	1	0	2	2	1	15	1	"Ambition Pants"	145	0		1		1			90	0	5	0	400		0	0	0	0	3	0	0	0
74	1	0	2	2	1	15	1	"Stromwing Pants"	145	0		1		1			90	0	5	0	400		0	3	0	0	0	0	0	0
75	1	0	2	2	1	15	1	"Light Lord Pants"	145	0		1		1			90	0	5	0	400		0	0	3	0	0	0	0	0
76	1	0	2	2	1	15	1	"Magic Knight Pants"	145	0		1		1			90	0	5	0	400		0	0	0	3	0	0	0	0
//Season 10+
91	1	0	2	2	1	15	0	"Robust Pants"		140	0		1		1			28	0	0	1	0		0	0	0	0	0	0	0	1
92	1	0	2	2	1	15	0	"Gru hill Pants"	144	0		1		1			44	0	0	1	0		0	0	0	0	0	0	0	1
93	1	0	2	2	1	15	0	"Princie Pants"		145	0		1		1			64	0	0	1	0		0	0	0	0	0	0	0	1
94	1	0	2	2	1	15	0	"Hirat Pants"		147	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
95	1	0	2	2	1	15	0	"Sate Pants"		142	0		1		1			74	0	0	1	0		0	0	0	0	0	0	0	1
96	1	0	2	2	1	15	0	"Robust Pants"		150	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
97	1	0	2	2	1	15	0	"Princie Pants"		136	0		1		1			255	0	0	1	0		0	0	0	0	0	0	0	1
98	1	0	2	2	1	15	0	"BA. Knight Pants"	140	0		1		1			100	0	1	0	400		0	3	0	0	0	0	0	0
99	1	0	2	2	1	15	0	"BA. Wizard Pants"	140	0		1		1			100	0	1	0	400		3	0	0	0	0	0	0	0
100	1	0	2	2	1	15	0	"BA. Elf Pants"		140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
101	1	0	2	2	1	15	0	"BA. Summoner Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	3	0	0
102	1	0	2	2	1	15	0	"BA. Magic Pants"	140	0		1		1			100	0	1	0	400		0	0	0	3	0	0	0	0
103	1	0	2	2	1	15	0	"BA. Lord Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	3	0	0	0
104	1	0	2	2	1	15	0	"BA. Fighter Pants"	140	0		1		1			100	0	1	0	400		0	0	0	0	0	0	3	0
